Product_ID,Product_Name,SKU_Code,Batch_Number,Manufacture_Date,Expiry_Date,Quantity_Available,Unit_Weight (kg),Unit_Volume (L),Fragile_Flag,Temp_Sensitive_Flag
SUP-1648-B27-434,VeeCal-D Pet,SKU-1648,B27,2023-03-18,2024-09-08,170,2.5,1.2,0,0
ANT-1649-B73-295,VeeOxy-4000,SKU-1649,B73,2025-06-02,2026-07-27,97,2.8,1.4,1,1
IMM-1650-B15-384,VeeMune-L,SKU-1650,B15,2023-11-25,2024-09-20,116,1.0,0.6,0,1
TOP-1651-B27-854,VeeTherm Gel,SKU-1651,B27,2023-04-14,2024-12-04,162,1.8,1.0,1,0
ANT-1652-B84-789,VeeCef Injection 1gm,SKU-1652,B84,2024-09-27,2025-11-21,173,3.0,1.5,1,1
ANT-1653-B80-295,VeeOxy-4000,SKU-1653,B80,2024-12-04,2026-01-28,75,2.8,1.4,1,1
SUP-1654-B69-434,VeeCal-D Pet,SKU-1654,B69,2024-11-01,2026-04-25,167,2.5,1.2,0,0
VIT-1655-B60-285,VeeVit-L Oral,SKU-1655,B60,2023-03-28,2024-03-22,97,0.5,0.3,0,0
IMM-1656-B70-384,VeeMune-L,SKU-1656,B70,2023-12-26,2024-10-21,161,1.0,0.6,0,1
SUP-1657-B47-434,VeeCal-D Pet,SKU-1657,B47,2022-07-08,2023-12-30,196,2.5,1.2,0,0
DEW-1658-B23-795,VeeWormex Plus,SKU-1658,B23,2024-01-05,2025-12-25,133,0.6,0.25,0,0
VIT-1659-B27-285,VeeVit-L Oral,SKU-1659,B27,2025-02-19,2026-02-14,104,0.5,0.3,0,0
SUP-1660-B31-434,VeeCal-D Pet,SKU-1660,B31,2024-10-11,2026-04-04,69,2.5,1.2,0,0
DIG-1661-B56-185,VeeLac Bolus,SKU-1661,B56,2025-05-26,2026-09-18,135,1.2,0.7,0,0
IMM-1662-B76-384,VeeMune-L,SKU-1662,B76,2025-05-31,2026-03-27,169,1.0,0.6,0,1
ANT-1663-B60-295,VeeOxy-4000,SKU-1663,B60,2024-12-10,2026-02-03,157,2.8,1.4,1,1
ANT-1664-B65-789,VeeCef Injection 1gm,SKU-1664,B65,2022-08-14,2023-10-08,94,3.0,1.5,1,1
ANT-1665-B55-789,VeeCef Injection 1gm,SKU-1665,B55,2024-03-13,2025-05-07,166,3.0,1.5,1,1
SUP-1666-B67-434,VeeCal-D Pet,SKU-1666,B67,2022-10-16,2024-04-08,116,2.5,1.2,0,0
SUP-1667-B91-434,VeeCal-D Pet,SKU-1667,B91,2025-05-04,2026-10-26,141,2.5,1.2,0,0
TOP-1668-B73-854,VeeTherm Gel,SKU-1668,B73,2024-10-02,2026-05-25,107,1.8,1.0,1,0
DIG-1669-B22-185,VeeLac Bolus,SKU-1669,B22,2022-11-25,2024-03-19,63,1.2,0.7,0,0
ANT-1670-B57-295,VeeOxy-4000,SKU-1670,B57,2023-04-09,2024-06-02,71,2.8,1.4,1,1
TOP-1671-B89-854,VeeTherm Gel,SKU-1671,B89,2022-11-26,2024-07-18,78,1.8,1.0,1,0
DEW-1672-B16-795,VeeWormex Plus,SKU-1672,B16,2025-06-11,2027-06-01,172,0.6,0.25,0,0
DEW-1673-B96-795,VeeWormex Plus,SKU-1673,B96,2024-07-15,2026-07-05,156,0.6,0.25,0,0
SUP-1674-B84-434,VeeCal-D Pet,SKU-1674,B84,2023-10-21,2025-04-13,178,2.5,1.2,0,0
DEW-1675-B52-795,VeeWormex Plus,SKU-1675,B52,2024-05-24,2026-05-14,87,0.6,0.25,0,0
VIT-1676-B73-285,VeeVit-L Oral,SKU-1676,B73,2023-08-24,2024-08-18,71,0.5,0.3,0,0
DIG-1677-B72-185,VeeLac Bolus,SKU-1677,B72,2023-05-22,2024-09-13,93,1.2,0.7,0,0
ANT-1678-B68-295,VeeOxy-4000,SKU-1678,B68,2023-10-04,2024-11-27,95,2.8,1.4,1,1
DEW-1679-B52-795,VeeWormex Plus,SKU-1679,B52,2023-12-30,2025-12-19,182,0.6,0.25,0,0
ANT-1680-B23-789,VeeCef Injection 1gm,SKU-1680,B23,2022-09-11,2023-11-05,190,3.0,1.5,1,1
DIG-1681-B44-185,VeeLac Bolus,SKU-1681,B44,2025-04-01,2026-07-25,116,1.2,0.7,0,0
IMM-1682-B27-384,VeeMune-L,SKU-1682,B27,2023-02-10,2023-12-07,162,1.0,0.6,0,1
IMM-1683-B13-384,VeeMune-L,SKU-1683,B13,2024-11-21,2025-09-17,175,1.0,0.6,0,1
ANT-1684-B70-295,VeeOxy-4000,SKU-1684,B70,2022-09-16,2023-11-10,131,2.8,1.4,1,1
IMM-1685-B17-384,VeeMune-L,SKU-1685,B17,2022-11-03,2023-08-30,199,1.0,0.6,0,1
IMM-1686-B56-384,VeeMune-L,SKU-1686,B56,2023-06-30,2024-04-25,105,1.0,0.6,0,1
DIG-1687-B92-185,VeeLac Bolus,SKU-1687,B92,2023-12-26,2025-04-19,150,1.2,0.7,0,0
TOP-1688-B67-854,VeeTherm Gel,SKU-1688,B67,2025-03-05,2026-10-26,198,1.8,1.0,1,0
ANT-1689-B47-295,VeeOxy-4000,SKU-1689,B47,2023-03-31,2024-05-24,123,2.8,1.4,1,1
DIG-1690-B16-185,VeeLac Bolus,SKU-1690,B16,2023-05-17,2024-09-08,192,1.2,0.7,0,0
VIT-1691-B81-285,VeeVit-L Oral,SKU-1691,B81,2024-03-22,2025-03-17,57,0.5,0.3,0,0
DEW-1692-B49-795,VeeWormex Plus,SKU-1692,B49,2023-04-20,2025-04-09,184,0.6,0.25,0,0
SUP-1693-B26-434,VeeCal-D Pet,SKU-1693,B26,2024-06-11,2025-12-03,54,2.5,1.2,0,0
SUP-1694-B73-434,VeeCal-D Pet,SKU-1694,B73,2025-02-13,2026-08-07,147,2.5,1.2,0,0
DEW-1695-B94-795,VeeWormex Plus,SKU-1695,B94,2023-06-13,2025-06-02,117,0.6,0.25,0,0
DEW-1696-B17-795,VeeWormex Plus,SKU-1696,B17,2023-01-24,2025-01-13,139,0.6,0.25,0,0
DIG-1697-B69-185,VeeLac Bolus,SKU-1697,B69,2023-03-12,2024-07-04,150,1.2,0.7,0,0
ANT-1698-B82-789,VeeCef Injection 1gm,SKU-1698,B82,2024-08-09,2025-10-03,179,3.0,1.5,1,1
SUP-1699-B77-434,VeeCal-D Pet,SKU-1699,B77,2023-08-02,2025-01-23,170,2.5,1.2,0,0
IMM-1700-B90-384,VeeMune-L,SKU-1700,B90,2025-05-21,2026-03-17,65,1.0,0.6,0,1
TOP-1701-B69-854,VeeTherm Gel,SKU-1701,B69,2023-09-02,2025-04-24,125,1.8,1.0,1,0
ANT-1702-B44-789,VeeCef Injection 1gm,SKU-1702,B44,2025-04-26,2026-06-20,103,3.0,1.5,1,1
IMM-1703-B29-384,VeeMune-L,SKU-1703,B29,2025-03-20,2026-01-14,83,1.0,0.6,0,1
DIG-1704-B64-185,VeeLac Bolus,SKU-1704,B64,2022-08-20,2023-12-13,58,1.2,0.7,0,0
ANT-1705-B71-789,VeeCef Injection 1gm,SKU-1705,B71,2022-12-06,2024-01-30,131,3.0,1.5,1,1
ANT-1706-B60-295,VeeOxy-4000,SKU-1706,B60,2025-05-30,2026-07-24,195,2.8,1.4,1,1
ANT-1707-B25-295,VeeOxy-4000,SKU-1707,B25,2024-06-03,2025-07-28,178,2.8,1.4,1,1
TOP-1708-B21-854,VeeTherm Gel,SKU-1708,B21,2025-04-19,2026-12-10,154,1.8,1.0,1,0
VIT-1709-B37-285,VeeVit-L Oral,SKU-1709,B37,2022-07-14,2023-07-09,69,0.5,0.3,0,0
IMM-1710-B81-384,VeeMune-L,SKU-1710,B81,2023-12-09,2024-10-04,50,1.0,0.6,0,1
DIG-1711-B95-185,VeeLac Bolus,SKU-1711,B95,2023-09-07,2024-12-30,176,1.2,0.7,0,0
VIT-1712-B68-285,VeeVit-L Oral,SKU-1712,B68,2024-04-18,2025-04-13,146,0.5,0.3,0,0
DEW-1713-B46-795,VeeWormex Plus,SKU-1713,B46,2024-01-06,2025-12-26,87,0.6,0.25,0,0
VIT-1714-B79-285,VeeVit-L Oral,SKU-1714,B79,2022-12-20,2023-12-15,197,0.5,0.3,0,0
ANT-1715-B11-789,VeeCef Injection 1gm,SKU-1715,B11,2024-10-29,2025-12-23,175,3.0,1.5,1,1
ANT-1716-B40-789,VeeCef Injection 1gm,SKU-1716,B40,2023-04-16,2024-06-09,63,3.0,1.5,1,1
DIG-1717-B75-185,VeeLac Bolus,SKU-1717,B75,2025-06-13,2026-10-06,65,1.2,0.7,0,0
TOP-1718-B20-854,VeeTherm Gel,SKU-1718,B20,2024-02-21,2025-10-13,122,1.8,1.0,1,0
VIT-1719-B55-285,VeeVit-L Oral,SKU-1719,B55,2023-03-12,2024-03-06,190,0.5,0.3,0,0
ANT-1720-B72-789,VeeCef Injection 1gm,SKU-1720,B72,2023-05-02,2024-06-25,130,3.0,1.5,1,1
TOP-1721-B87-854,VeeTherm Gel,SKU-1721,B87,2025-05-26,2027-01-16,138,1.8,1.0,1,0
DEW-1722-B25-795,VeeWormex Plus,SKU-1722,B25,2023-03-25,2025-03-14,70,0.6,0.25,0,0
SUP-1723-B94-434,VeeCal-D Pet,SKU-1723,B94,2022-11-26,2024-05-19,181,2.5,1.2,0,0
IMM-1724-B58-384,VeeMune-L,SKU-1724,B58,2022-07-31,2023-05-27,136,1.0,0.6,0,1
DEW-1725-B28-795,VeeWormex Plus,SKU-1725,B28,2022-08-06,2024-07-26,151,0.6,0.25,0,0
TOP-1726-B90-854,VeeTherm Gel,SKU-1726,B90,2023-03-25,2024-11-14,161,1.8,1.0,1,0
DEW-1727-B81-795,VeeWormex Plus,SKU-1727,B81,2024-02-28,2026-02-17,137,0.6,0.25,0,0
ANT-1728-B84-295,VeeOxy-4000,SKU-1728,B84,2025-06-28,2026-08-22,176,2.8,1.4,1,1
SUP-1729-B81-434,VeeCal-D Pet,SKU-1729,B81,2023-02-02,2024-07-26,124,2.5,1.2,0,0
VIT-1730-B35-285,VeeVit-L Oral,SKU-1730,B35,2023-11-11,2024-11-05,109,0.5,0.3,0,0
DEW-1731-B78-795,VeeWormex Plus,SKU-1731,B78,2023-10-14,2025-10-03,91,0.6,0.25,0,0
IMM-1732-B65-384,VeeMune-L,SKU-1732,B65,2023-06-13,2024-04-08,131,1.0,0.6,0,1
IMM-1733-B36-384,VeeMune-L,SKU-1733,B36,2025-01-11,2025-11-07,190,1.0,0.6,0,1
SUP-1734-B35-434,VeeCal-D Pet,SKU-1734,B35,2023-09-24,2025-03-17,119,2.5,1.2,0,0
SUP-1735-B53-434,VeeCal-D Pet,SKU-1735,B53,2024-03-28,2025-09-19,184,2.5,1.2,0,0
ANT-1736-B50-295,VeeOxy-4000,SKU-1736,B50,2023-12-10,2025-02-02,189,2.8,1.4,1,1
ANT-1737-B67-789,VeeCef Injection 1gm,SKU-1737,B67,2023-10-29,2024-12-22,115,3.0,1.5,1,1
TOP-1738-B81-854,VeeTherm Gel,SKU-1738,B81,2023-05-15,2025-01-04,90,1.8,1.0,1,0
ANT-1739-B41-789,VeeCef Injection 1gm,SKU-1739,B41,2022-07-23,2023-09-16,162,3.0,1.5,1,1
ANT-1740-B83-295,VeeOxy-4000,SKU-1740,B83,2022-10-01,2023-11-25,165,2.8,1.4,1,1
TOP-1741-B45-854,VeeTherm Gel,SKU-1741,B45,2024-04-16,2025-12-07,152,1.8,1.0,1,0
IMM-1742-B38-384,VeeMune-L,SKU-1742,B38,2025-01-04,2025-10-31,123,1.0,0.6,0,1
DIG-1743-B66-185,VeeLac Bolus,SKU-1743,B66,2022-08-30,2023-12-23,181,1.2,0.7,0,0
ANT-1744-B64-295,VeeOxy-4000,SKU-1744,B64,2024-11-28,2026-01-22,161,2.8,1.4,1,1
DEW-1745-B87-795,VeeWormex Plus,SKU-1745,B87,2024-11-06,2026-10-27,174,0.6,0.25,0,0
ANT-1746-B11-295,VeeOxy-4000,SKU-1746,B11,2022-11-03,2023-12-28,105,2.8,1.4,1,1
SUP-1747-B41-434,VeeCal-D Pet,SKU-1747,B41,2023-04-28,2024-10-19,77,2.5,1.2,0,0
VIT-1748-B54-285,VeeVit-L Oral,SKU-1748,B54,2022-07-21,2023-07-16,185,0.5,0.3,0,0
VIT-1749-B49-285,VeeVit-L Oral,SKU-1749,B49,2024-12-17,2025-12-12,80,0.5,0.3,0,0
ANT-1750-B61-295,VeeOxy-4000,SKU-1750,B61,2023-09-25,2024-11-18,149,2.8,1.4,1,1
ANT-1751-B89-789,VeeCef Injection 1gm,SKU-1751,B89,2022-12-25,2024-02-18,106,3.0,1.5,1,1
ANT-1752-B95-295,VeeOxy-4000,SKU-1752,B95,2022-12-26,2024-02-19,198,2.8,1.4,1,1
IMM-1753-B52-384,VeeMune-L,SKU-1753,B52,2024-07-15,2025-05-11,123,1.0,0.6,0,1
VIT-1754-B61-285,VeeVit-L Oral,SKU-1754,B61,2024-10-05,2025-09-30,89,0.5,0.3,0,0
SUP-1755-B83-434,VeeCal-D Pet,SKU-1755,B83,2023-01-01,2024-06-24,90,2.5,1.2,0,0
DEW-1756-B43-795,VeeWormex Plus,SKU-1756,B43,2022-09-05,2024-08-25,118,0.6,0.25,0,0
SUP-1757-B11-434,VeeCal-D Pet,SKU-1757,B11,2023-09-17,2025-03-10,148,2.5,1.2,0,0
ANT-1758-B42-295,VeeOxy-4000,SKU-1758,B42,2023-09-28,2024-11-21,187,2.8,1.4,1,1
VIT-1759-B47-285,VeeVit-L Oral,SKU-1759,B47,2024-11-19,2025-11-14,163,0.5,0.3,0,0
TOP-1760-B47-854,VeeTherm Gel,SKU-1760,B47,2025-03-28,2026-11-18,147,1.8,1.0,1,0
DEW-1761-B66-795,VeeWormex Plus,SKU-1761,B66,2023-09-17,2025-09-06,77,0.6,0.25,0,0
ANT-1762-B83-295,VeeOxy-4000,SKU-1762,B83,2024-01-12,2025-03-07,75,2.8,1.4,1,1
DIG-1763-B50-185,VeeLac Bolus,SKU-1763,B50,2022-10-26,2024-02-18,195,1.2,0.7,0,0
VIT-1764-B19-285,VeeVit-L Oral,SKU-1764,B19,2023-05-23,2024-05-17,101,0.5,0.3,0,0
TOP-1765-B63-854,VeeTherm Gel,SKU-1765,B63,2024-06-13,2026-02-03,163,1.8,1.0,1,0
VIT-1766-B29-285,VeeVit-L Oral,SKU-1766,B29,2023-09-06,2024-08-31,174,0.5,0.3,0,0
TOP-1767-B49-854,VeeTherm Gel,SKU-1767,B49,2022-08-15,2024-04-06,68,1.8,1.0,1,0
DIG-1768-B58-185,VeeLac Bolus,SKU-1768,B58,2023-02-16,2024-06-10,96,1.2,0.7,0,0
IMM-1769-B84-384,VeeMune-L,SKU-1769,B84,2024-08-26,2025-06-22,90,1.0,0.6,0,1
TOP-1770-B90-854,VeeTherm Gel,SKU-1770,B90,2024-11-13,2026-07-06,60,1.8,1.0,1,0
TOP-1771-B72-854,VeeTherm Gel,SKU-1771,B72,2024-05-24,2026-01-14,144,1.8,1.0,1,0
SUP-1772-B81-434,VeeCal-D Pet,SKU-1772,B81,2024-07-21,2026-01-12,125,2.5,1.2,0,0
TOP-1773-B82-854,VeeTherm Gel,SKU-1773,B82,2024-09-17,2026-05-10,134,1.8,1.0,1,0
VIT-1774-B26-285,VeeVit-L Oral,SKU-1774,B26,2022-12-15,2023-12-10,193,0.5,0.3,0,0
TOP-1775-B22-854,VeeTherm Gel,SKU-1775,B22,2024-08-03,2026-03-26,125,1.8,1.0,1,0
TOP-1776-B41-854,VeeTherm Gel,SKU-1776,B41,2023-01-10,2024-09-01,85,1.8,1.0,1,0
IMM-1777-B54-384,VeeMune-L,SKU-1777,B54,2024-02-07,2024-12-03,178,1.0,0.6,0,1
VIT-1778-B65-285,VeeVit-L Oral,SKU-1778,B65,2022-11-08,2023-11-03,134,0.5,0.3,0,0
ANT-1779-B26-789,VeeCef Injection 1gm,SKU-1779,B26,2023-09-05,2024-10-29,58,3.0,1.5,1,1
ANT-1780-B24-789,VeeCef Injection 1gm,SKU-1780,B24,2024-09-04,2025-10-29,93,3.0,1.5,1,1
TOP-1781-B92-854,VeeTherm Gel,SKU-1781,B92,2023-08-19,2025-04-10,84,1.8,1.0,1,0
SUP-1782-B20-434,VeeCal-D Pet,SKU-1782,B20,2025-05-10,2026-11-01,186,2.5,1.2,0,0
IMM-1783-B58-384,VeeMune-L,SKU-1783,B58,2022-12-26,2023-10-22,84,1.0,0.6,0,1
TOP-1784-B63-854,VeeTherm Gel,SKU-1784,B63,2022-12-15,2024-08-06,99,1.8,1.0,1,0
SUP-1785-B16-434,VeeCal-D Pet,SKU-1785,B16,2025-02-19,2026-08-13,81,2.5,1.2,0,0
VIT-1786-B54-285,VeeVit-L Oral,SKU-1786,B54,2024-05-06,2025-05-01,166,0.5,0.3,0,0
TOP-1787-B23-854,VeeTherm Gel,SKU-1787,B23,2025-01-07,2026-08-30,132,1.8,1.0,1,0
DEW-1788-B80-795,VeeWormex Plus,SKU-1788,B80,2024-12-18,2026-12-08,188,0.6,0.25,0,0
SUP-1789-B54-434,VeeCal-D Pet,SKU-1789,B54,2025-06-08,2026-11-30,96,2.5,1.2,0,0
DEW-1790-B52-795,VeeWormex Plus,SKU-1790,B52,2022-08-31,2024-08-20,103,0.6,0.25,0,0
ANT-1791-B88-789,VeeCef Injection 1gm,SKU-1791,B88,2025-01-30,2026-03-26,54,3.0,1.5,1,1
VIT-1792-B56-285,VeeVit-L Oral,SKU-1792,B56,2023-10-10,2024-10-04,81,0.5,0.3,0,0
VIT-1793-B74-285,VeeVit-L Oral,SKU-1793,B74,2024-02-08,2025-02-02,149,0.5,0.3,0,0
DEW-1794-B55-795,VeeWormex Plus,SKU-1794,B55,2024-11-04,2026-10-25,120,0.6,0.25,0,0
ANT-1795-B38-295,VeeOxy-4000,SKU-1795,B38,2025-02-03,2026-03-30,191,2.8,1.4,1,1
DEW-1796-B17-795,VeeWormex Plus,SKU-1796,B17,2022-11-13,2024-11-02,123,0.6,0.25,0,0
TOP-1797-B54-854,VeeTherm Gel,SKU-1797,B54,2022-07-24,2024-03-15,79,1.8,1.0,1,0
DEW-1798-B18-795,VeeWormex Plus,SKU-1798,B18,2022-09-03,2024-08-23,180,0.6,0.25,0,0
VIT-1799-B81-285,VeeVit-L Oral,SKU-1799,B81,2023-08-26,2024-08-20,52,0.5,0.3,0,0
DIG-1800-B73-185,VeeLac Bolus,SKU-1800,B73,2022-08-08,2023-12-01,101,1.2,0.7,0,0
DEW-1801-B31-795,VeeWormex Plus,SKU-1801,B31,2023-10-29,2025-10-18,136,0.6,0.25,0,0
ANT-1802-B20-789,VeeCef Injection 1gm,SKU-1802,B20,2024-05-28,2025-07-22,155,3.0,1.5,1,1
IMM-1803-B62-384,VeeMune-L,SKU-1803,B62,2023-11-16,2024-09-11,68,1.0,0.6,0,1
ANT-1804-B44-295,VeeOxy-4000,SKU-1804,B44,2023-01-15,2024-03-10,184,2.8,1.4,1,1
DIG-1805-B48-185,VeeLac Bolus,SKU-1805,B48,2022-12-29,2024-04-22,143,1.2,0.7,0,0
VIT-1806-B53-285,VeeVit-L Oral,SKU-1806,B53,2023-03-08,2024-03-02,102,0.5,0.3,0,0
TOP-1807-B86-854,VeeTherm Gel,SKU-1807,B86,2024-04-08,2025-11-29,94,1.8,1.0,1,0
VIT-1808-B25-285,VeeVit-L Oral,SKU-1808,B25,2024-06-25,2025-06-20,114,0.5,0.3,0,0
VIT-1809-B50-285,VeeVit-L Oral,SKU-1809,B50,2024-05-05,2025-04-30,113,0.5,0.3,0,0
ANT-1810-B50-789,VeeCef Injection 1gm,SKU-1810,B50,2024-07-25,2025-09-18,157,3.0,1.5,1,1
DIG-1811-B46-185,VeeLac Bolus,SKU-1811,B46,2022-12-09,2024-04-02,65,1.2,0.7,0,0
VIT-1812-B31-285,VeeVit-L Oral,SKU-1812,B31,2024-11-13,2025-11-08,107,0.5,0.3,0,0
DEW-1813-B81-795,VeeWormex Plus,SKU-1813,B81,2022-08-04,2024-07-24,83,0.6,0.25,0,0
DIG-1814-B70-185,VeeLac Bolus,SKU-1814,B70,2022-12-16,2024-04-09,191,1.2,0.7,0,0
VIT-1815-B31-285,VeeVit-L Oral,SKU-1815,B31,2025-04-28,2026-04-23,125,0.5,0.3,0,0
ANT-1816-B54-295,VeeOxy-4000,SKU-1816,B54,2025-02-17,2026-04-13,186,2.8,1.4,1,1
ANT-1817-B25-789,VeeCef Injection 1gm,SKU-1817,B25,2025-05-13,2026-07-07,131,3.0,1.5,1,1
DIG-1818-B70-185,VeeLac Bolus,SKU-1818,B70,2024-10-31,2026-02-23,81,1.2,0.7,0,0
IMM-1819-B77-384,VeeMune-L,SKU-1819,B77,2025-02-13,2025-12-10,109,1.0,0.6,0,1
DIG-1820-B73-185,VeeLac Bolus,SKU-1820,B73,2024-05-21,2025-09-13,120,1.2,0.7,0,0
VIT-1821-B32-285,VeeVit-L Oral,SKU-1821,B32,2023-08-12,2024-08-06,73,0.5,0.3,0,0
VIT-1822-B32-285,VeeVit-L Oral,SKU-1822,B32,2025-01-18,2026-01-13,163,0.5,0.3,0,0
VIT-1823-B75-285,VeeVit-L Oral,SKU-1823,B75,2024-05-18,2025-05-13,145,0.5,0.3,0,0
DIG-1824-B55-185,VeeLac Bolus,SKU-1824,B55,2024-02-08,2025-06-02,74,1.2,0.7,0,0
SUP-1825-B68-434,VeeCal-D Pet,SKU-1825,B68,2023-04-29,2024-10-20,62,2.5,1.2,0,0
IMM-1826-B58-384,VeeMune-L,SKU-1826,B58,2024-08-07,2025-06-03,156,1.0,0.6,0,1
SUP-1827-B57-434,VeeCal-D Pet,SKU-1827,B57,2024-07-16,2026-01-07,194,2.5,1.2,0,0
ANT-1828-B60-789,VeeCef Injection 1gm,SKU-1828,B60,2024-12-13,2026-02-06,90,3.0,1.5,1,1
ANT-1829-B42-789,VeeCef Injection 1gm,SKU-1829,B42,2023-05-01,2024-06-24,123,3.0,1.5,1,1
IMM-1830-B33-384,VeeMune-L,SKU-1830,B33,2023-05-13,2024-03-08,79,1.0,0.6,0,1
DIG-1831-B59-185,VeeLac Bolus,SKU-1831,B59,2022-11-25,2024-03-19,154,1.2,0.7,0,0
ANT-1832-B98-789,VeeCef Injection 1gm,SKU-1832,B98,2023-05-13,2024-07-06,174,3.0,1.5,1,1
DIG-1833-B65-185,VeeLac Bolus,SKU-1833,B65,2024-02-01,2025-05-26,82,1.2,0.7,0,0
ANT-1834-B11-789,VeeCef Injection 1gm,SKU-1834,B11,2024-11-06,2025-12-31,178,3.0,1.5,1,1
DIG-1835-B95-185,VeeLac Bolus,SKU-1835,B95,2022-08-21,2023-12-14,59,1.2,0.7,0,0
VIT-1836-B22-285,VeeVit-L Oral,SKU-1836,B22,2024-07-10,2025-07-05,180,0.5,0.3,0,0
VIT-1837-B25-285,VeeVit-L Oral,SKU-1837,B25,2024-10-31,2025-10-26,182,0.5,0.3,0,0
DEW-1838-B21-795,VeeWormex Plus,SKU-1838,B21,2024-04-08,2026-03-29,69,0.6,0.25,0,0
DEW-1839-B15-795,VeeWormex Plus,SKU-1839,B15,2023-04-11,2025-03-31,95,0.6,0.25,0,0
TOP-1840-B26-854,VeeTherm Gel,SKU-1840,B26,2023-11-08,2025-06-30,114,1.8,1.0,1,0
VIT-1841-B23-285,VeeVit-L Oral,SKU-1841,B23,2023-11-08,2024-11-02,178,0.5,0.3,0,0
TOP-1842-B49-854,VeeTherm Gel,SKU-1842,B49,2024-03-26,2025-11-16,187,1.8,1.0,1,0
DEW-1843-B64-795,VeeWormex Plus,SKU-1843,B64,2022-09-22,2024-09-11,179,0.6,0.25,0,0
DIG-1844-B62-185,VeeLac Bolus,SKU-1844,B62,2023-01-20,2024-05-14,77,1.2,0.7,0,0
VIT-1845-B47-285,VeeVit-L Oral,SKU-1845,B47,2025-04-23,2026-04-18,104,0.5,0.3,0,0
IMM-1846-B78-384,VeeMune-L,SKU-1846,B78,2024-01-15,2024-11-10,133,1.0,0.6,0,1
ANT-1847-B85-789,VeeCef Injection 1gm,SKU-1847,B85,2024-12-05,2026-01-29,138,3.0,1.5,1,1
VIT-1848-B25-285,VeeVit-L Oral,SKU-1848,B25,2024-05-05,2025-04-30,122,0.5,0.3,0,0
SUP-1849-B99-434,VeeCal-D Pet,SKU-1849,B99,2023-09-23,2025-03-16,119,2.5,1.2,0,0
DEW-1850-B48-795,VeeWormex Plus,SKU-1850,B48,2023-01-22,2025-01-11,112,0.6,0.25,0,0
TOP-1851-B95-854,VeeTherm Gel,SKU-1851,B95,2023-04-26,2024-12-16,94,1.8,1.0,1,0
DIG-1852-B34-185,VeeLac Bolus,SKU-1852,B34,2023-11-30,2025-03-24,150,1.2,0.7,0,0
SUP-1853-B22-434,VeeCal-D Pet,SKU-1853,B22,2024-11-14,2026-05-08,200,2.5,1.2,0,0
IMM-1854-B59-384,VeeMune-L,SKU-1854,B59,2024-12-27,2025-10-23,126,1.0,0.6,0,1
DEW-1855-B86-795,VeeWormex Plus,SKU-1855,B86,2023-11-22,2025-11-11,104,0.6,0.25,0,0
VIT-1856-B78-285,VeeVit-L Oral,SKU-1856,B78,2022-10-29,2023-10-24,193,0.5,0.3,0,0
DIG-1857-B56-185,VeeLac Bolus,SKU-1857,B56,2023-10-09,2025-01-31,76,1.2,0.7,0,0
TOP-1858-B12-854,VeeTherm Gel,SKU-1858,B12,2024-06-26,2026-02-16,120,1.8,1.0,1,0
DIG-1859-B84-185,VeeLac Bolus,SKU-1859,B84,2023-09-04,2024-12-27,162,1.2,0.7,0,0
ANT-1860-B88-789,VeeCef Injection 1gm,SKU-1860,B88,2022-12-02,2024-01-26,53,3.0,1.5,1,1
ANT-1861-B92-295,VeeOxy-4000,SKU-1861,B92,2022-11-27,2024-01-21,186,2.8,1.4,1,1
SUP-1862-B75-434,VeeCal-D Pet,SKU-1862,B75,2024-02-09,2025-08-02,112,2.5,1.2,0,0
ANT-1863-B77-295,VeeOxy-4000,SKU-1863,B77,2024-01-01,2025-02-24,178,2.8,1.4,1,1
TOP-1864-B52-854,VeeTherm Gel,SKU-1864,B52,2025-04-25,2026-12-16,81,1.8,1.0,1,0
IMM-1865-B63-384,VeeMune-L,SKU-1865,B63,2024-10-22,2025-08-18,86,1.0,0.6,0,1
SUP-1866-B80-434,VeeCal-D Pet,SKU-1866,B80,2022-08-30,2024-02-21,108,2.5,1.2,0,0
VIT-1867-B48-285,VeeVit-L Oral,SKU-1867,B48,2024-09-11,2025-09-06,122,0.5,0.3,0,0
ANT-1868-B28-295,VeeOxy-4000,SKU-1868,B28,2024-08-04,2025-09-28,88,2.8,1.4,1,1
ANT-1869-B39-789,VeeCef Injection 1gm,SKU-1869,B39,2024-08-21,2025-10-15,107,3.0,1.5,1,1
DEW-1870-B27-795,VeeWormex Plus,SKU-1870,B27,2022-08-26,2024-08-15,130,0.6,0.25,0,0
VIT-1871-B19-285,VeeVit-L Oral,SKU-1871,B19,2022-10-17,2023-10-12,80,0.5,0.3,0,0
DEW-1872-B21-795,VeeWormex Plus,SKU-1872,B21,2024-10-18,2026-10-08,64,0.6,0.25,0,0
SUP-1873-B95-434,VeeCal-D Pet,SKU-1873,B95,2024-12-13,2026-06-06,73,2.5,1.2,0,0
TOP-1874-B27-854,VeeTherm Gel,SKU-1874,B27,2023-11-06,2025-06-28,175,1.8,1.0,1,0
TOP-1875-B72-854,VeeTherm Gel,SKU-1875,B72,2025-06-26,2027-02-16,90,1.8,1.0,1,0
IMM-1876-B60-384,VeeMune-L,SKU-1876,B60,2023-07-03,2024-04-28,185,1.0,0.6,0,1
ANT-1877-B70-295,VeeOxy-4000,SKU-1877,B70,2023-01-14,2024-03-09,181,2.8,1.4,1,1
